,Accommodation and food services,"Arts, entertainment, and recreation",Construction,Durable goods,Educational services,Finance and insurance,Government,Health care and social assistance,Information,Mining,Nondurable goods,"Other services, except government",Professional and business services,Real estate and rental and leasing,Retail trade,Transportation and warehousing,Wholesale trade,mismatch_index,mismatch_trend,mismatch_cycle
2000-12-01,0.0010820037810568917,0.00028570462345328066,0.0031552107934491418,0.0010252370149543039,0.0001584436635580776,0.0030416657847751292,0.0017786183844918355,0.00249991657583591,0.001159278722153348,0.0008951118473610399,0.000491022532033359,0.0010785187706961186,0.009427462799460926,0.0027858805404775517,0.002073119454100593,0.0005478551723307546,0.0033712104575493356,-0.04349210528670011,-0.04287849407135676,-0.0006136112153433543
2001-01-01,0.0013622214712174239,0.0005393322005447255,0.0032353460926548183,0.0010678829684956914,9.913354698698092e-05,0.0031590528606577316,0.0026823741264782996,0.002805670171563718,0.0015955917175419544,0.001442622122988266,0.000574458555095368,0.0015417955599546914,0.009409354485404593,0.0015310469324738966,0.0022538134401809086,0.0012823492370388648,0.003965330161350412,-0.0416556369914336,-0.0405628244960212,-0.0010928124954123972
2001-02-01,0.0013116074089070885,0.0004558836478090584,0.0037024108322523328,0.0010476565451076622,0.000177863228660173,0.003444462695799888,0.002619661220122536,0.002829910541422565,0.0013993094046899713,0.001048595585904072,0.000620155645972279,0.0006354459727143023,0.01079944092055245,0.0013992965453105393,0.002371163200082298,0.0010176227314676102,0.003565858810187731,-0.04354077536258738,-0.03830851604221998,-0.005232259320367402
2001-03-01,0.0012187698853793282,0.0008307521299527085,0.0030255139164498982,0.0008512789383336329,0.0001296920624509464,0.00310462065558546,0.0024392931837879887,0.002580436883025724,0.0012369047351336116,0.0017560125195658603,0.0006829480413935959,0.0005851817537322236,0.012647169620785655,0.0031979675759547595,0.0018532248225352037,0.0008391808624106296,0.0026167943057886626,-0.025576605789759954,-0.036286211081028655,0.0107096052912687
2001-04-01,0.0011896303585793053,0.00043990327297062826,0.0035999812355136445,0.0008043962027143733,0.00015601109875137216,0.002951767324752874,0.0025809159940166893,0.0023250157203799577,0.0013824782356126563,0.002630049625451233,0.0004399418695010497,0.0007238937340236026,0.010813456434903588,0.002349821610927543,0.0023889465177071535,0.0009708109567163053,0.003284678277751007,-0.04018460287218817,-0.03518977791555953,-0.004994824956628639
2001-05-01,0.0012552923640348308,0.0005789316434993948,0.0038276037973324984,0.0008304814619730567,0.00018966146186324948,0.003498453790794158,0.0028653545802424536,0.002832834017716325,0.0009441432160680408,0.001082069151260545,0.0005512162412429221,0.0007637687384081731,0.012001571047422048,0.003244123673389508,0.002270656999994772,0.0009055217982837046,0.0021319057690461626,-0.029403568946023695,-0.03464212431979806,0.0052385553737743645
2001-06-01,0.0011882332235860658,0.000561217321485936,0.003545366358095786,0.0010109861608892797,0.0001582133176757009,0.0038122784289289073,0.0033313660843832874,0.0029487162481185887,0.0009579676302443865,0.0021278902951523543,0.0006217540262232933,0.001011983748593084,0.01156109274826974,0.002393842445784712,0.0022497555138513,0.0009777143534774606,0.002711596316592133,-0.03598122736403098,-0.034765640563392576,-0.0012155868006384005
2001-07-01,0.0013863777104806381,0.0008431396178322668,0.003739186491597034,0.0009329936974435433,0.00017194222844398125,0.0034840264821081497,0.003212862223977982,0.0032320765686356277,0.0010323838670702047,0.0021746193132608106,0.0006578157873049194,0.0012022426551903283,0.010653750657604127,0.0033566667798639897,0.0022880747327639417,0.0011280730784998527,0.002676133611481949,-0.037036728752236625,-0.035158861378613994,-0.0018778673736226312
2001-08-01,0.0016360641420716372,0.0006934224707668767,0.002643269213897374,0.0008921149791808686,0.00021964281659611314,0.0036261448882297896,0.003624644389199955,0.00417211317069313,0.001104395031657295,0.0022321990716191744,0.0008096806276688981,0.001360707168163899,0.01163394870017663,0.004431238165267521,0.002570657513561951,0.001138365898472899,0.0026465187899152778,-0.03283636886382402,-0.035541880177797004,0.0027055113139729872
2001-09-01,0.0017727856077537829,0.0008939236851042891,0.0035469569764646778,0.0010878259339151973,0.00021995719036526737,0.003964843066912428,0.003327098460291952,0.003541654437968249,0.0008339974159366252,0.001953326890466046,0.0009100277108845881,0.0013890223396151855,0.012993927018846253,0.003917676969425741,0.002407114576888417,0.0012631112165031604,0.002645800744887381,-0.04092173771191221,-0.03582257711063863,-0.005099160601273578
2001-10-01,0.0014399459935549512,0.0008023432020994162,0.0035218574590605424,0.0009868810916143884,0.0002568909163817983,0.003955861563292756,0.003959931788519025,0.004105433516593791,0.0007971325836610285,0.0023741468032058184,0.0009988315102471565,0.0013207489348463501,0.012241633111898846,0.004168868617928581,0.0027602735972671807,0.0013810687454655457,0.004019323109421799,-0.036008910808696504,-0.03563828119543858,-0.00037062961325792093
2001-11-01,0.0016725844326722955,0.00097741841851481,0.004027101315795473,0.0009168054575595121,0.000184164141219655,0.004115206302562422,0.004074857600841569,0.004043709340537698,0.0013210388233876273,0.0013589011644151686,0.0009494990242593416,0.001025918513172912,0.014084084821151175,0.004838699230532635,0.002846888176262616,0.0013854168162744196,0.0033058238269027002,-0.03162911538435087,-0.03513623751062392,0.003507122126273049
